word;semantic field;iconicity pattern;expression pattern / phonetics(?);non iconic;languages
train;transport;parts/wholes;object;;British Sign Language
train;transport;assoc_action;object;;Spanish Sign Language
train;transport;parts/wholes;object;;Italian Sign Language
train;transport;parts/wholes;object;;German Sign Language
train;transport;parts/wholes;object;;Polish Sign Language
train;transport;-;-;nonicon;Polish Sign Language
train;transport;parts/wholes;object;;Brazilian Sign Language
train;transport;parts/wholes;object;;Turkish Sign Language
train;transport;-;-;nonicon;Portuguese Sign Language
train;transport;parts/wholes;object;;Czech Sign Language
train;transport;parts/wholes;object;;Lithuanian Sign Language
train;transport;assoc_action;object;;Swedish Sign Language
train;transport;parts/wholes;object;;Romanian Sign Language
train;transport;parts/wholes;object;;Latvian Sign Language
train;transport;parts/wholes;object;;Estonian Sign Language
train;transport;parts/wholes;object;;Icelandic Sign Language
bus;transport;form_similarity;contour;;Russian Sign Language
bus;transport;assoc_action;handling;;French Sign Language
bus;transport;-;-;dactyl;American Sign Language
bus;transport;form_similarity;object;;British Sign Language
bus;transport;form_similarity;tracing;;Spanish Sign Language
bus;transport;form_similarity;tracing;;Italian Sign Language
bus;transport;form_similarity;tracing;;German Sign Language
bus;transport;assoc_action;contour;;Polish Sign Language
bus;transport;?;?;?;Brazilian Sign Language
bus;transport;assoc_action;contour;;Turkish Sign Language
bus;transport;form_similarity;contour+tracing;;Portuguese Sign Language
bus;transport;form_similarity;contour+tracing;;Czech Sign Language
bus;transport;form_similarity;contour;;Lithuanian Sign Language
bus;transport;form_similarity;tracing;;Swedish Sign Language
bus;transport;assoc_action&form_similarity;handling&tracing;;Romanian Sign Language
bus;transport;-;-;nonicon;Latvian Sign Language
bus;transport;assoc_action;contour;;Latvian Sign Language
bus;transport;assoc_action;contour;;Estonian Sign Language
bus;transport;form_similarity;contour;;Icelandic Sign Language
underground;transport;assoc_action;object+contour;;Russian Sign Language
underground;transport;assoc_action;object+contour;;French Sign Language
underground;transport;assoc_action;object+contour;;American Sign Language
underground;transport;assoc_action;object+contour;;British Sign Language
underground;transport;assoc_action;object+contour;;Spanish Sign Language
underground;transport;form_similarity&assoc_action;tracing&object+contour;;Italian Sign Language
underground;transport;-;-;nonicon;German Sign Language
underground;transport;?&assoc_action;?&object+contour;;Polish Sign Language
underground;transport;?&assoc_action;?&object+contour;;Polish Sign Language
underground;transport;form_similarity;object+contour;;Brazilian Sign Language
underground;transport;form_similarity&assoc_action;tracing&object+contour;;Turkish Sign Language
underground;transport;assoc_action;object+contour;;Portuguese Sign Language
underground;transport;assoc_action;object+contour;;Czech Sign Language
underground;transport;assoc_action;object+contour;;Lithuanian Sign Language
underground;transport;assoc_action;object+contour;;Swedish Sign Language
underground;transport;assoc_action&?;object+contour&?;;Romanian Sign Language
underground;transport;assoc_action;object+contour;;Latvian Sign Language
underground;transport;form_similarity&-;tracing&-;&deixis;Estonian Sign Language
underground;transport;assoc_action;object+contour;;Icelandic Sign Language
tram;transport;assoc_action;object;;Russian Sign Language
tram;transport;assoc_action;object;;French Sign Language
tram;transport;?;?;?;American Sign Language
tram;transport;form_similarity;object;;British Sign Language
tram;transport;assoc_action;object;;Spanish Sign Language
tram;transport;assoc_action;object;;Italian Sign Language
tram;transport;assoc_action;object;;German Sign Language
tram;transport;assoc_action;object;;Polish Sign Language
tram;transport;parts/wholes&assoc_action;object&object;;Turkish Sign Language
tram;transport;assoc_action;object;;Portuguese Sign Language
tram;transport;assoc_action;object;;Czech Sign Language
tram;transport;assoc_action;object+contour;;Lithuanian Sign Language
tram;transport;assoc_action;object;;Swedish Sign Language
tram;transport;assoc_action;object;;Romanian Sign Language
tram;transport;assoc_action;object;;Latvian Sign Language
tram;transport;assoc_action;object;;Estonian Sign Language
tram;transport;assoc_action;object;;Icelandic Sign Language
motorbike;transport;assoc_action;handling;;Russian Sign Language
motorbike;transport;assoc_action;handling;;French Sign Language
motorbike;transport;assoc_action;handling;;American Sign Language
motorbike;transport;assoc_action;handling;;British Sign Language
motorbike;transport;assoc_action;handling;;Spanish Sign Language
motorbike;transport;assoc_action;handling;;Italian Sign Language
motorbike;transport;assoc_action;handling;;German Sign Language
motorbike;transport;assoc_action;handling;;Polish Sign Language
motorbike;transport;assoc_action;handling;;Turkish Sign Language
motorbike;transport;assoc_action;handling;;Portuguese Sign Language
motorbike;transport;assoc_action;handling;;Czech Sign Language
motorbike;transport;assoc_action;handling;;Lithuanian Sign Language
motorbike;transport;assoc_action;handling;;Swedish Sign Language
motorbike;transport;assoc_action;handling;;Greek Sign Language
motorbike;transport;assoc_action;handling;;Romanian Sign Language
motorbike;transport;assoc_action;handling;;Latvian Sign Language
motorbike;transport;assoc_action;handling;;Estonian Sign Language
motorbike;transport;assoc_action;handling;;Icelandic Sign Language
helicopter;transport;assoc_action;object;;Russian Sign Language
helicopter;transport;assoc_action;object;;French Sign Language
helicopter;transport;assoc_action;object;;American Sign Language
helicopter;transport;assoc_action;object;;British Sign Language
helicopter;transport;assoc_action;object;;Spanish Sign Language
helicopter;transport;assoc_action;object;;Italian Sign Language
helicopter;transport;assoc_action;object;;German Sign Language
helicopter;transport;assoc_action;object;;Polish Sign Language
helicopter;transport;assoc_action;object;;Brazilian Sign Language
helicopter;transport;assoc_action;object;;Turkish Sign Language
helicopter;transport;assoc_action&assoc_action;object&object;;Turkish Sign Language
helicopter;transport;assoc_action;object;;Portuguese Sign Language
helicopter;transport;assoc_action;object;;Czech Sign Language
helicopter;transport;assoc_action;object;;Lithuanian Sign Language
helicopter;transport;assoc_action;object;;Swedish Sign Language
helicopter;transport;assoc_action;object;;Greek Sign Language
helicopter;transport;assoc_action;object;;Romanian Sign Language
helicopter;transport;assoc_action;object;;Latvian Sign Language
helicopter;transport;assoc_action;object;;Estonian Sign Language
helicopter;transport;assoc_action;object;;Icelandic Sign Language
taxi;transport;-;-;nonicon;Russian Sign Language
taxi;transport;assoc_action+parts/wholes;object;;French Sign Language
taxi;transport;-;-;dactyl;American Sign Language
taxi;transport;?;?;?;British Sign Language
taxi;transport;?;?;?;Spanish Sign Language
taxi;transport;?;?;?;Italian Sign Language
taxi;transport;assoc_action+parts/wholes;object;;Italian Sign Language
taxi;transport;assoc_action+parts/wholes;object;;German Sign Language
taxi;transport;-;-;nonicon;Polish Sign Language
taxi;transport;parts/wholes;object;;Brazilian Sign Language
taxi;transport;parts/wholes;object;;Turkish Sign Language
taxi;transport;?;?;?;Portuguese Sign Language
taxi;transport;parts/wholes;object;;Czech Sign Language
taxi;transport;-;-;nonicon;Lithuanian Sign Language
taxi;transport;-;-;nonicon;Swedish Sign Language
taxi;transport;assoc_action+parts/wholes;object;;Romanian Sign Language
taxi;transport;assoc_action+parts/wholes;object;;Latvian Sign Language
taxi;transport;-;-;nonicon;Estonian Sign Language
taxi;transport;parts/wholes;object;;Icelandic Sign Language
ship;transport;assoc_action;contour;;Russian Sign Language
ship;transport;form_similarity;tracing;;French Sign Language
ship;transport;assoc_action;object;;American Sign Language
ship;transport;assoc_action;contour;;British Sign Language
ship;transport;assoc_action;contour;;Spanish Sign Language
ship;transport;assoc_action;contour;;Italian Sign Language
ship;transport;assoc_action;contour;;German Sign Language
ship;transport;assoc_action;contour;;Polish Sign Language
ship;transport;assoc_action;contour;;Brazilian Sign Language
ship;transport;assoc_action;contour;;Turkish Sign Language
ship;transport;assoc_action;contour;;Portuguese Sign Language
ship;transport;assoc_action;contour;;Czech Sign Language
ship;transport;assoc_action;tracing;;Lithuanian Sign Language
ship;transport;assoc_action;contour;;Swedish Sign Language
ship;transport;assoc_action;contour;;Romanian Sign Language
ship;transport;assoc_action;contour;;Latvian Sign Language
ship;transport;form_similarity;contour;;Estonian Sign Language
ship;transport;assoc_action;contour;;Icelandic Sign Language
balloon;transport;-&assoc_action;-&contour+object;nonicon&;Russian Sign Language
balloon;transport;assoc_action;contour;;French Sign Language
balloon;transport;-;-&tracing;dactyl;American Sign Language
balloon;transport;form_similarity&assoc_action;tracing&contour;;Spanish Sign Language
balloon;transport;form_similarity&assoc_action;tracing&contour;;Italian Sign Language
balloon;transport;form_similarity&assoc_action;tracing&contour;;German Sign Language
balloon;transport;form_similarity&assoc_action;tracing&contour;;Czech Sign Language
balloon;transport;assoc_action;object+contour;;Lithuanian Sign Language
balloon;transport;form_similarity&assoc_action;tracing&contour;;Swedish Sign Language
balloon;transport;assoc_action;contour;;Latvian Sign Language
balloon;transport;assoc_action;object+contour;;Estonian Sign Language
mountain;nature;form_similarity;tracing;;Russian Sign Language
mountain;nature;form_similarity;tracing;;French Sign Language
mountain;nature;form_similarity;object+tracing;;American Sign Language
mountain;nature;form_similarity;tracing;;British Sign Language
mountain;nature;form_similarity;tracing;;Spanish Sign Language
mountain;nature;form_similarity;tracing;;Italian Sign Language
mountain;nature;form_similarity;tracing;;Italian Sign Language
mountain;nature;form_similarity;tracing;;German Sign Language
mountain;nature;form_similarity;tracing;;Polish Sign Language
mountain;nature;form_similarity;tracing;;Turkish Sign Language
mountain;nature;form_similarity;tracing;;Portuguese Sign Language
mountain;nature;form_similarity;tracing;;Czech Sign Language
mountain;nature;form_similarity;tracing;;Lithuanian Sign Language
mountain;nature;-;-;nonicon;Swedish Sign Language
mountain;nature;form_similarity;tracing;;Romanian Sign Language
mountain;nature;form_similarity;tracing;;Latvian Sign Language
mountain;nature;form_similarity;tracing;;Estonian Sign Language
mountain;nature;form_similarity;tracing;;Icelandic Sign Language
island;nature;form_similarity;contour;;Russian Sign Language
island;nature;form_similarity;tracing;;French Sign Language
island;nature;form_similarity;tracing;;American Sign Language
island;nature;form_similarity;tracing;;British Sign Language
island;nature;form_similarity;contour;;Spanish Sign Language
island;nature;form_similarity;contour;;Italian Sign Language
island;nature;form_similarity;contour;;German Sign Language
island;nature;form_similarity;contour;;Polish Sign Language
island;nature;-;-;dactyl;Brazilian Sign Language
island;nature;form_similarity;contour;;Turkish Sign Language
island;nature;-;-;nonicon;Portuguese Sign Language
island;nature;?;?;?;Czech Sign Language
island;nature;form_similarity;contour;;Lithuanian Sign Language
island;nature;form_similarity&form_similarity;contour&contour;;Swedish Sign Language
island;nature;form_similarity;contour;;Swedish Sign Language
island;nature;form_similarity;contour;;Greek Sign Language
island;nature;-&form_similarity;-&contour;nonicon&;Romanian Sign Language
island;nature;?;?;?;Latvian Sign Language
island;nature;form_similarity;contour;;Estonian Sign Language
island;nature;form_similarity;contour;;Icelandic Sign Language
river;nature;form_similarity;tracing;;Russian Sign Language
river;nature;form_similarity;tracing;;French Sign Language
river;nature;-&form_similarity;-&tracing;nonicon&;American Sign Language
river;nature;form_similarity;tracing;;British Sign Language
river;nature;-&form_similarity;-&tracing;nonicon&;Spanish Sign Language
river;nature;form_similarity;tracing;;Italian Sign Language
river;nature;form_similarity;tracing;;German Sign Language
river;nature;assoc_action;object;;Polish Sign Language
river;nature;-&form_similarity;-&tracing;nonicon&;Brazilian Sign Language
river;nature;form_similarity;tracing;;Turkish Sign Language
river;nature;-;-;nonicon;Portuguese Sign Language
river;nature;-&form_similarity;-&tracing;nonicon&;Czech Sign Language
river;nature;form_similarity;tracing;;Lithuanian Sign Language
river;nature;assoc_action;object;;Swedish Sign Language
river;nature;-;-;dactyl;Romanian Sign Language
river;nature;form_similarity;tracing;;Latvian Sign Language
river;nature;form_similarity;tracing;;Estonian Sign Language
river;nature;form_similarity;tracing;;Icelandic Sign Language
star;nature;form_similarity;object;;Russian Sign Language
star;nature;form_similarity;object;;French Sign Language
star;nature;-;-;deixis;American Sign Language
star;nature;assoc_action;object;;British Sign Language
star;nature;form_similarity;tracing;;Spanish Sign Language
star;nature;?;?;?;Italian Sign Language
star;nature;form_similarity;tracing;;German Sign Language
star;nature;assoc_action;object;;Polish Sign Language
star;nature;assoc_action;object;;Brazilian Sign Language
star;nature;form_similarity;object;;Turkish Sign Language
star;nature;assoc_action;object;;Portuguese Sign Language
star;nature;form_similarity&form_similarity;tracing&tracing;;Czech Sign Language
star;nature;form_similarity;tracing;;Lithuanian Sign Language
star;nature;form_similarity;object;;Swedish Sign Language
star;nature;form_similarity;contour;;Greek Sign Language
star;nature;-&form_similarity;-&object;deixis&;Latvian Sign Language
star;nature;assoc_action;object;;Estonian Sign Language
star;nature;-;-;deixis;Icelandic Sign Language
lightning;nature;form_similarity;tracing;;Russian Sign Language
lightning;nature;form_similarity;tracing;;French Sign Language
lightning;nature;form_similarity;tracing;;American Sign Language
lightning;nature;form_similarity;tracing;;British Sign Language
lightning;nature;form_similarity;tracing;;Spanish Sign Language
lightning;nature;form_similarity;tracing;;Italian Sign Language
lightning;nature;form_similarity;tracing;;German Sign Language
lightning;nature;form_similarity;tracing;;Polish Sign Language
lightning;nature;form_similarity;tracing;;Brazilian Sign Language
lightning;nature;form_similarity;tracing;;Turkish Sign Language
lightning;nature;form_similarity;tracing;;Portuguese Sign Language
lightning;nature;form_similarity;tracing;;Czech Sign Language
lightning;nature;form_similarity;tracing;;Lithuanian Sign Language
lightning;nature;form_similarity;tracing;;Swedish Sign Language
lightning;nature;form_similarity;tracing;;Greek Sign Language
lightning;nature;form_similarity&?;tracing&?;&?;Romanian Sign Language
lightning;nature;form_similarity;tracing;;Latvian Sign Language
lightning;nature;form_similarity;tracing;;Estonian Sign Language
lightning;nature;form_similarity;tracing;;Icelandic Sign Language
rainbow;nature;-&form_similarity;-&tracing;nonicon&;Russian Sign Language
rainbow;nature;form_similarity;tracing;;French Sign Language
rainbow;nature;form_similarity;tracing;;British Sign Language
rainbow;nature;form_similarity;tracing;;Spanish Sign Language
rainbow;nature;form_similarity;tracing;;Italian Sign Language
rainbow;nature;assoc_action&form_similarity;object&tracing;;German Sign Language
rainbow;nature;form_similarity;tracing;;Polish Sign Language
rainbow;nature;-&form_similarity;-&tracing;nonicon&;Brazilian Sign Language
rainbow;nature;-&form_similarity;-&tracing;nonicon&;Turkish Sign Language
rainbow;nature;form_similarity;tracing;;Portuguese Sign Language
rainbow;nature;form_similarity;tracing;;Czech Sign Language
rainbow;nature;form_similarity;tracing;;Lithuanian Sign Language
rainbow;nature;assoc_action&form_similarity;object&tracing;;Swedish Sign Language
rainbow;nature;form_similarity;tracing;;Greek Sign Language
rainbow;nature;form_similarity;tracing;;Latvian Sign Language
rainbow;nature;form_similarity;tracing;;Estonian Sign Language
rainbow;nature;form_similarity;tracing;;Icelandic Sign Language
cloud;nature;form_similarity;tracing;;Russian Sign Language
cloud;nature;form_similarity;tracing;;French Sign Language
cloud;nature;form_similarity;tracing;;American Sign Language
cloud;nature;form_similarity;tracing;;British Sign Language
cloud;nature;form_similarity;tracing;;Spanish Sign Language
cloud;nature;form_similarity;tracing;;Italian Sign Language
cloud;nature;form_similarity;tracing;;German Sign Language
cloud;nature;form_similarity;tracing;;Polish Sign Language
cloud;nature;form_similarity;tracing;;Brazilian Sign Language
cloud;nature;form_similarity;tracing;;Turkish Sign Language
cloud;nature;form_similarity;tracing;;Portuguese Sign Language
cloud;nature;form_similarity;tracing;;Czech Sign Language
cloud;nature;form_similarity;tracing;;Lithuanian Sign Language
cloud;nature;form_similarity;tracing;;Swedish Sign Language
cloud;nature;form_similarity;tracing;;Latvian Sign Language
cloud;nature;form_similarity;tracing;;Estonian Sign Language
cloud;nature;form_similarity;tracing;;Icelandic Sign Language
forest;nature;form_similarity;object;;Russian Sign Language
forest;nature;form_similarity;object;;French Sign Language
forest;nature;form_similarity;object;;American Sign Language
forest;nature;form_similarity;object;;British Sign Language
forest;nature;form_similarity;object;;Spanish Sign Language
forest;nature;form_similarity;object;;German Sign Language
forest;nature;-;-;nonicon;Polish Sign Language
forest;nature;form_similarity;object;;Brazilian Sign Language
forest;nature;form_similarity;object;;Turkish Sign Language
forest;nature;-&form_similarity;-&object;nonicon&;Portuguese Sign Language
forest;nature;-;-;nonicon;Czech Sign Language
forest;nature;form_similarity;object;;Lithuanian Sign Language
forest;nature;form_similarity;object;;Swedish Sign Language
forest;nature;form_similarity;object;;Greek Sign Language
forest;nature;form_similarity;object;;Romanian Sign Language
forest;nature;form_similarity;object;;Latvian Sign Language
forest;nature;form_similarity;object;;Estonian Sign Language
forest;nature;form_similarity;object;;Icelandic Sign Language
lake;nature;form_similarity;contour;;Russian Sign Language
lake;nature;form_similarity;contour;;French Sign Language
lake;nature;-&form_similarity&dactyl;-&contour&dactyl;nonicon&&dactyl;American Sign Language
lake;nature;form_similarity&form_similarity;tracing&contour;;British Sign Language
lake;nature;-&form_similarity;-&contour;nonicon&;Spanish Sign Language
lake;nature;form_similarity;contour;;Italian Sign Language
lake;nature;form_similarity;contour;;German Sign Language
lake;nature;form_similarity;contour;;Polish Sign Language
lake;nature;-&form_similarity;-&tracing;nonicon&;Brazilian Sign Language
lake;nature;form_similarity;tracing;;Turkish Sign Language
lake;nature;-&form_similarity;-&tracing;nonicon&;Portuguese Sign Language
lake;nature;-&form_similarity;-&tracing;nonicon&;Czech Sign Language
lake;nature;form_similarity;tracing;;Lithuanian Sign Language
lake;nature;-;-;nonicon;Swedish Sign Language
lake;nature;form_similarity;tracing;;Latvian Sign Language
lake;nature;form_similarity;tracing;;Estonian Sign Language
lake;nature;-&form_similarity;-&tracing;nonicon&;Icelandic Sign Language
fire;nature;form_similarity;object;;Russian Sign Language
fire;nature;form_similarity;object;;French Sign Language
fire;nature;form_similarity;object;;American Sign Language
fire;nature;form_similarity;object;;British Sign Language
fire;nature;form_similarity;object;;Spanish Sign Language
fire;nature;form_similarity;object;;Italian Sign Language
fire;nature;form_similarity;object;;German Sign Language
fire;nature;form_similarity;object;;Polish Sign Language
fire;nature;form_similarity;object;;Brazilian Sign Language
fire;nature;form_similarity;object;;Turkish Sign Language
fire;nature;form_similarity;object;;Portuguese Sign Language
fire;nature;form_similarity;object;;Czech Sign Language
fire;nature;form_similarity;object;;Lithuanian Sign Language
fire;nature;form_similarity;tracing;;Swedish Sign Language
fire;nature;form_similarity;object;;Romanian Sign Language
fire;nature;form_similarity;object;;Latvian Sign Language
fire;nature;form_similarity;object;;Estonian Sign Language
fire;nature;form_similarity;object;;Icelandic Sign Language
cave;nature;form_similarity;tracing;;Russian Sign Language
cave;nature;form_similarity;tracing;;French Sign Language
cave;nature;form_similarity;tracing;;American Sign Language
cave;nature;form_similarity;tracing;;British Sign Language
cave;nature;form_similarity&form_similarity;object&tracing;;Spanish Sign Language
cave;nature;form_similarity;tracing;;Italian Sign Language
cave;nature;form_similarity;tracing;;German Sign Language
cave;nature;form_similarity&form_similarity+-;tracing&contour+-;&deixis;Polish Sign Language
cave;nature;form_similarity&form_similarity+-;tracing&contour+-;&deixis;Brazilian Sign Language
cave;nature;form_similarity&form_similarity+-;tracing&contour+-;&deixis;Turkish Sign Language
cave;nature;form_similarity+-;contour+-;deixis;Portuguese Sign Language
cave;nature;-;-;nonicon;Czech Sign Language
cave;nature;form_similarity&form_similarity+-;tracing&contour+-;&deixis;Lithuanian Sign Language
cave;nature;form_similarity+-;contour+-;deixis;Swedish Sign Language
cave;nature;form_similarity&form_similarity&-;tracing&contour&-;&&deixis;Latvian Sign Language
cave;nature;form_similarity&form_similarity+-;tracing&contour+-;&deixis;Estonian Sign Language
cave;nature;form_similarity&form_similarity+-;tracing&contour+-;&deixis;Icelandic Sign Language
desert;nature;form_similarity;tracing;;Russian Sign Language
desert;nature;form_similarity;tracing;;French Sign Language
desert;nature;-;-;nonicon;American Sign Language
desert;nature;form_similarity;tracing;;Spanish Sign Language
desert;nature;form_similarity;tracing;;Italian Sign Language
desert;nature;assoc_action&form_similarity;handling&tracing;;German Sign Language
desert;nature;assoc_action&form_similarity;handling&tracing;;Polish Sign Language
desert;nature;form_similarity;tracing;;Brazilian Sign Language
desert;nature;-&-;-&-;nonicon&deixis;Turkish Sign Language
desert;nature;-&form_similarity;-&tracing;nonicon&;Portuguese Sign Language
desert;nature;form_similarity;tracing;;Czech Sign Language
desert;nature;form_similarity;contour+tracing;;Lithuanian Sign Language
desert;nature;form_similarity;contour;;Swedish Sign Language
desert;nature;form_similarity;tracing;;Greek Sign Language
desert;nature;assoc_action&form_similarity;handling&contour+tracing;;Latvian Sign Language
desert;nature;assoc_action&form_similarity;handling&tracing;;Estonian Sign Language
desert;nature;form_similarity;contour;;Icelandic Sign Language
wave;nature;form_similarity;tracing;;French Sign Language
wave;nature;form_similarity;tracing;;American Sign Language
wave;nature;form_similarity;tracing;;British Sign Language
wave;nature;form_similarity;tracing;;German Sign Language
wave;nature;form_similarity;tracing;;Polish Sign Language
wave;nature;form_similarity;tracing;;Brazilian Sign Language
wave;nature;form_similarity;tracing;;Czech Sign Language
wave;nature;form_similarity;object+tracing;;Lithuanian Sign Language
wave;nature;form_similarity;tracing;;Swedish Sign Language
wave;nature;form_similarity;tracing;;Greek Sign Language
wave;nature;form_similarity&-;tracing&-;&dactyl;Romanian Sign Language
wave;nature;form_similarity;tracing;;Latvian Sign Language
wave;nature;form_similarity;tracing;;Estonian Sign Language
spoon;instruments;assoc_action;handling;;Russian Sign Language
spoon;instruments;assoc_action;handling;;French Sign Language
spoon;instruments;assoc_action;object;;American Sign Language
spoon;instruments;assoc_action;handling;;British Sign Language
spoon;instruments;assoc_action;handling;;Spanish Sign Language
spoon;instruments;assoc_action&assoc_action;handling&object;;Italian Sign Language
spoon;instruments;assoc_action;handling;;German Sign Language
spoon;instruments;assoc_action;object;;Brazilian Sign Language
spoon;instruments;assoc_action;handling+object;;Turkish Sign Language
spoon;instruments;assoc_action;handling;;Portuguese Sign Language
spoon;instruments;form_similarity&assoc_action;tracing&handling;;Czech Sign Language
spoon;instruments;assoc_action;handling;;Lithuanian Sign Language
spoon;instruments;assoc_action;handling;;Swedish Sign Language
spoon;instruments;assoc_action;handling;;Romanian Sign Language
spoon;instruments;assoc_action;object;;Latvian Sign Language
spoon;instruments;assoc_action;object;;Estonian Sign Language
spoon;instruments;assoc_action+form_similarity;object+handling;;Icelandic Sign Language
fork;instruments;assoc_action;object;;Russian Sign Language
fork;instruments;form_similarity;object;;French Sign Language
fork;instruments;assoc_action;object;;American Sign Language
fork;instruments;assoc_action;object;;British Sign Language
fork;instruments;assoc_action;object;;Spanish Sign Language
fork;instruments;assoc_action;object;;Italian Sign Language
fork;instruments;assoc_action;object;;German Sign Language
fork;instruments;assoc_action;object;;Polish Sign Language
fork;instruments;assoc_action;object;;Brazilian Sign Language
fork;instruments;assoc_action;object;;Turkish Sign Language
fork;instruments;assoc_action;object;;Portuguese Sign Language
fork;instruments;assoc_action;object;;Czech Sign Language
fork;instruments;assoc_action;object;;Lithuanian Sign Language
fork;instruments;assoc_action;object;;Swedish Sign Language
fork;instruments;form_similarity;object;;Greek Sign Language
fork;instruments;assoc_action;object;;Romanian Sign Language
fork;instruments;assoc_action;object;;Latvian Sign Language
fork;instruments;assoc_action;object;;Estonian Sign Language
fork;instruments;assoc_action;object;;Icelandic Sign Language
knife;instruments;assoc_action;object;;Russian Sign Language
knife;instruments;assoc_action;object;;French Sign Language
knife;instruments;assoc_action;object;;American Sign Language
knife;instruments;assoc_action;handling;;British Sign Language
knife;instruments;assoc_action;object;;Spanish Sign Language
knife;instruments;assoc_action;object;;Italian Sign Language
knife;instruments;assoc_action;object;;German Sign Language
knife;instruments;assoc_action;object;;Polish Sign Language
knife;instruments;assoc_action;object;;Brazilian Sign Language
knife;instruments;assoc_action;object;;Turkish Sign Language
knife;instruments;assoc_action;object;;Portuguese Sign Language
knife;instruments;assoc_action;object;;Czech Sign Language
knife;instruments;assoc_action;object;;Lithuanian Sign Language
knife;instruments;assoc_action;object;;Swedish Sign Language
knife;instruments;assoc_action;object;;Greek Sign Language
knife;instruments;assoc_action;object;;Romanian Sign Language
knife;instruments;assoc_action;object;;Latvian Sign Language
knife;instruments;assoc_action;object;;Estonian Sign Language
knife;instruments;assoc_action;object;;Icelandic Sign Language
tooth brush;instruments;assoc_action;object;;Russian Sign Language
tooth brush;instruments;assoc_action;object;;French Sign Language
tooth brush;instruments;assoc_action;object;;American Sign Language
tooth brush;instruments;assoc_action;handling;;British Sign Language
tooth brush;instruments;assoc_action;object;;Spanish Sign Language
tooth brush;instruments;assoc_action;object;;Italian Sign Language
tooth brush;instruments;assoc_action;handling;;German Sign Language
tooth brush;instruments;assoc_action;object;;Polish Sign Language
tooth brush;instruments;assoc_action;handling;;Brazilian Sign Language
tooth brush;instruments;assoc_action;handling;;Turkish Sign Language
tooth brush;instruments;assoc_action;handling;;Portuguese Sign Language
tooth brush;instruments;assoc_action;object;;Czech Sign Language
tooth brush;instruments;assoc_action;object;;Lithuanian Sign Language
tooth brush;instruments;assoc_action;object;;Swedish Sign Language
tooth brush;instruments;assoc_action;object;;Romanian Sign Language
tooth brush;instruments;form_similarity&assoc_action;object&handling;;Latvian Sign Language
tooth brush;instruments;assoc_action;object;;Estonian Sign Language
tooth brush;instruments;assoc_action;object;;Icelandic Sign Language
comb;instruments;assoc_action;object;;Russian Sign Language
comb;instruments;assoc_action;object;;American Sign Language
comb;instruments;assoc_action;handling;;British Sign Language
comb;instruments;assoc_action;handling;;Spanish Sign Language
comb;instruments;assoc_action;handling;;Italian Sign Language
comb;instruments;assoc_action;handling;;German Sign Language
comb;instruments;assoc_action;object;;Polish Sign Language
comb;instruments;assoc_action;object;;Brazilian Sign Language
comb;instruments;assoc_action;handling;;Turkish Sign Language
comb;instruments;assoc_action;object;;Portuguese Sign Language
comb;instruments;assoc_action;handling;;Czech Sign Language
comb;instruments;assoc_action&form_similarity;object&tracing;;Lithuanian Sign Language
comb;instruments;assoc_action;object;;Swedish Sign Language
comb;instruments;assoc_action&assoc_action;handling&object;;Romanian Sign Language
comb;instruments;assoc_action;object;;Latvian Sign Language
comb;instruments;assoc_action;object;;Estonian Sign Language
comb;instruments;assoc_action;handling;;Icelandic Sign Language
bear;animals;assoc_action;object;;Russian Sign Language
bear;animals;parts/wholes;contour;;French Sign Language
bear;animals;property/holder;handling;;American Sign Language
bear;animals;assoc_action;?;;British Sign Language
bear;animals;parts/wholes;contour;;Spanish Sign Language
bear;animals;assoc_action;?;;Italian Sign Language
bear;animals;assoc_action;?;;German Sign Language
bear;animals;assoc_action;?;;Polish Sign Language
bear;animals;parts/wholes;contour;;Brazilian Sign Language
bear;animals;-;-;dactyl;Brazilian Sign Language
bear;animals;assoc_action;?;;Turkish Sign Language
bear;animals;-&assoc_action;-&?;nonicon&;Portuguese Sign Language
bear;animals;-;-;nonicon;Czech Sign Language
bear;animals;-;-;nonicon;Lithuanian Sign Language
bear;animals;-;-;nonicon;Swedish Sign Language
bear;animals;assoc_action;?;;Romanian Sign Language
bear;animals;assoc_action;?;;Latvian Sign Language
bear;animals;parts/wholes;object;;Estonian Sign Language
bear;animals;assoc_action;?;;Icelandic Sign Language
dog;animals;assoc_action;object;;Russian Sign Language
dog;animals;-;-;nonicon;French Sign Language
dog;animals;parts/wholes;object;;American Sign Language
dog;animals;assoc_action;?;;British Sign Language
dog;animals;parts/wholes;tracing;;Spanish Sign Language
dog;animals;-;-;nonicon;Italian Sign Language
dog;animals;assoc_action;?;;German Sign Language
dog;animals;assoc_action;?;;Polish Sign Language
dog;animals;parts/wholes;contour;;Brazilian Sign Language
dog;animals;assoc_action+parts/wholes;object;;Turkish Sign Language
dog;animals;-;-;nonicon;Portuguese Sign Language
dog;animals;-;-;nonicon;Czech Sign Language
dog;animals;?;?;?;Lithuanian Sign Language
dog;animals;assoc_action;?;;Swedish Sign Language
dog;animals;assoc_action;?;;Latvian Sign Language
dog;animals;assoc_action;?;;Estonian Sign Language
dog;animals;-;-;nonicon;Icelandic Sign Language
lion;animals;parts/wholes;tracing;;Russian Sign Language
lion;animals;assoc_action;?;;French Sign Language
lion;animals;parts/wholes;tracing;;American Sign Language
lion;animals;assoc_action;?;;British Sign Language
